issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count
TIKA-1466,True,False,False,Enable overriding of mimetype glob pattern definitions,"I think it is important to enable an overriding of the default tika-mimetypes.xml glob pattern definitions within a custom-mimetypes.xml. Currently, you can not define in a custom mimetype an already used glob pattern, even if you redefine in custom-mimetypes.xml the first mimetype using the conflicting glob pattern. The same extension can be used by different applications in different domains or datasets. ",Improvement,Open,,Major,,mime,2014-11-07T17:14:38.001+0000,2019-10-29T15:52:06.922+0000,,2,3,,3,0
TIKA-1425,True,False,False,Automatic batching of Microsoft service calls,"Right now when I use the following code I get the stack trace at the bottom of this description. This seems to be because the Request URI is too large to make the service request. We need to have a mechansim within the call to Tika.translate which will, on a service-by-service basis, determine the maximum Request URI which can be sent. I beleive that this should be on the Tika side as how else am I meant to know the maximum request size?

{code:title=translator.java|borderStyle=solid}
+    Translator translate = new MicrosoftTranslator();
+    ((MicrosoftTranslator) translate).setId(""..."");
+    ((MicrosoftTranslator) translate).setSecret(""..."");
     for (java.util.Map.Entry<Text, Parse> entry : parseResult) {
       Parse parse = entry.getValue();
       LOG.info(""---------\nUrl\n---------------\n"");
@@ -201,7 +207,7 @@
       System.out.print(parse.getData().toString());
       if (dumpText) {
         LOG.info(""---------\nParseText\n---------\n"");
-        System.out.print(parse.getText());
+        System.out.print(translate.translate(parse.getText(), ""fr""));
       }
{code}

{code:title=stacktrace.log|borderStyle=solid}
Exception in thread ""main"" java.lang.Exception: [microsoft-translator-api] Error retrieving translation : Server returned HTTP response code: 414 for URL: http://api.microsofttranslator.com/V2/Ajax.svc/Translate?&from=&to=fr&text=%D0%A4%D0...
...
	at com.memetix.mst.MicrosoftTranslatorAPI.retrieveString(MicrosoftTranslatorAPI.java:202)
	at com.memetix.mst.translate.Translate.execute(Translate.java:61)
	at com.memetix.mst.translate.Translate.execute(Translate.java:76)
	at org.apache.tika.language.translate.MicrosoftTranslator.translate(MicrosoftTranslator.java:104)
	at org.apache.nutch.parse.ParserChecker.run(ParserChecker.java:210)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.nutch.parse.ParserChecker.main(ParserChecker.java:228)
Caused by: java.io.IOException: Server returned HTTP response code: 414 for URL: http://api.microsofttranslator.com/V2/Ajax.svc/Translate?&from=&to=fr&text=%D0%A4%D0%BE%D1%80%D1%83%D0%B...
...
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:526)
	at sun.net.www.protocol.http.HttpURLConnection$6.run(HttpURLConnection.java:1675)
	at sun.net.www.protocol.http.HttpURLConnection$6.run(HttpURLConnection.java:1673)
	at java.security.AccessController.doPrivileged(Native Method)
	at sun.net.www.protocol.http.HttpURLConnection.getChainedException(HttpURLConnection.java:1671)
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1244)
	at com.memetix.mst.MicrosoftTranslatorAPI.retrieveResponse(MicrosoftTranslatorAPI.java:178)
	at com.memetix.mst.MicrosoftTranslatorAPI.retrieveString(MicrosoftTranslatorAPI.java:199)
	... 6 more
Caused by: java.io.IOException: Server returned HTTP response code: 414 for URL: http://api.microsofttranslator.com/V2/Ajax.svc/Translate?&from=&to=fr&text=%D0%A4%D0%BE...
...
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1626)
	at java.net.HttpURLConnection.getResponseCode(HttpURLConnection.java:468)
	at com.memetix.mst.MicrosoftTranslatorAPI.retrieveResponse(MicrosoftTranslatorAPI.java:177)
	... 7 more
{code}",Improvement,Open,,Major,,translation,2014-09-22T21:14:12.719+0000,2021-08-17T13:30:31.942+0000,,0,3,,2,0
TIKA-1424,False,True,False,Clear PDFont's resources after each file to prevent memory leak,PDFBox-2200 identified a memory-leak/caching strategy that can cause problems for some documents.  A workaround of clearing the cache was recommended for now.  Let's add that to Tika.,Improvement,Resolved,Fixed,Trivial,,,2014-09-22T19:36:22.360+0000,2014-10-29T21:40:05.051+0000,2014-09-24T12:59:11.192+0000,0,2,,3,0
TIKA-1420,True,False,False,Add Metadata Extraction to Arbitrary Parsers,"Suppose you wish to extract information from arbitrary file types and add it to a Metadata Object. This type of task is best handled by a... Handler. But, Handlers do not have access to the Metadata Object passed to a Parser. 

So, I see a few ways we could do using existing functionality.

1) Make an intermediate XML representation of the desired metadata in a handler, then convert the XML to the Metadata after parsing. 

2) Create a second Parser which extracts the desired information.
     a) Assume the Handler passed to this Parser is already filled with content. So, we could simply get whatever content from the Handler and populate the Metadata directly.
     b) Create a new Stream in the first Parser to pass to the second, which in turn populates the Metadata.

None of these options seem ideal. Is there a better way to handle this scenario? Or, can we create some sort of... wrapper for a Handler which can accept a Metadata Object to populate directly? ",Improvement,Resolved,Fixed,Minor,memex,parser,2014-09-19T23:19:25.022+0000,2019-10-29T15:52:19.801+0000,2014-09-30T00:21:21.790+0000,0,4,,21,0
TIKA-1336,True,False,False,Provide a Detector JAXRS endpoint,"As identified in TIKA-1335, the Tika Server now has an endpoint which will tell you what Detectors are available to it, but not one that will trigger detection. That means your only way to do detection is to request the metadata, and check the content type, but that isn't always as accurate as an explicit detection call (eg if a general parser picks up the file)

We should therefore add in a new endpoint that just does the detection",Improvement,Resolved,Fixed,Major,,detector; server,2014-06-13T09:43:16.868+0000,2019-10-29T15:52:15.090+0000,2014-06-14T18:57:12.445+0000,0,5,,7,0
TIKA-1406,False,True,False,Problems in TXT encoding detection,"The detection of TXT file encoding often makes mistakes. Two things can improve the detection in many cases:

- Increase the lookahead from 16k bytes to a larger number, such as 128k or larger.
- Improve on the brain-dead heuristic that if a file doesn't have a \r then it must be ISO 8859-1(5) instead of Windows-1252. (For one, it mis-detects files that don't have any newlines.)

A remaining problem that doesn't have an immediate solution, is the frequent mis-detection of Windows-1252 as Shift-JIS. A flag to forbit Shift-JIS is desirable.",Bug,Open,,Major,,parser,2014-08-31T12:21:44.140+0000,2015-03-21T14:30:14.392+0000,,0,2,,2,1
TIKA-1385,True,True,False,Create an External Translator,"We should create an interface similar to ExternalParser which can use a command line/external Translator. This will be a good step toward machine translation and removing dependence on an internet-based translation API.

I imagine this will overlap a bit with ExternalParser. So, later down the line, maybe we can somehow combine the two with a common interface/super class. For now, I am going to work on getting a Moses or Joshua translator (related to TIKA-1343) working.",Bug,Resolved,Fixed,Major,,translation,2014-08-05T21:02:49.686+0000,2014-08-09T09:45:32.291+0000,2014-08-08T18:05:04.696+0000,0,2,,4,0
TIKA-1368,True,True,False,Improve the modularity of tika-parsers,"tika-parsers module has many strong transitive dependencies. This presents a challenge to Maven tika-parsers users wishing to use only one or very few Parser(s).
The fact the new Parsers are regularly added makes the exclusion process very brittle. For example, an OSGI application switching from Tika 1.6 to Tika 1.7 and having an exclusion list in place may 'leak' a new parser lib into its runtime. 

https://issues.apache.org/jira/browse/TIKA-1367
can help on its own but a more complete solution would ideally be in place.

Proposal:

1. Make tika-parsers transitive dependencies optional
2. Introduce tika-parsers-optional pom that will depend on tika-parsers but exclude 3rd-party dependencies

Both 1 and 2 will depend on the resolution of TIKA-1367. IMHO 1 is cleaner, users will be recommended to check the documentation and add the required dependencies. 2 also works.


",Improvement,Open,,Major,,packaging; parser,2014-07-15T09:45:42.574+0000,2017-04-24T15:22:35.140+0000,,3,8,,6,0
TIKA-1330,True,True,False,Add robust tika-batch code,"In my current design plan, I see creating a separate component ""tika-batch"" that includes a small bit of configurable code to run Tika against a large batch of documents.  This code should be robust against OOM and hangs, and it should have fairly robust logging.",Sub-task,Resolved,Fixed,Major,,cli; general; server,2014-06-11T16:47:20.600+0000,2015-06-03T08:53:02.483+0000,2015-03-23T16:15:01.492+0000,1,5,TIKA-1302,20,1
TIKA-1296,True,False,False,Add case insensitive matching for text/html mime type,"Currently in tika-mimetypes.xml for the mime type text/html (and possibly others) matches in a couple different cases are provided for the elements so that varying HTML writing styles are matched. As of version 1.5 of Tika the ability exists to make these case insensitive using the ""stringignorecase"" type. This would allow consolidation of some matches and improve detection of poorly-formed HTML that would be rendered by most browsers regardless of case.

For example:
      <match value=""&lt;BODY"" type=""string"" offset=""0""/>
      <match value=""&lt;body"" type=""string"" offset=""0""/>

could become:
      <match value=""&lt;BODY"" type=""stringignorecase"" offset=""0""/>
",Improvement,Open,,Major,,mime,2014-05-12T19:51:29.179+0000,2015-03-20T20:29:44.894+0000,,1,3,,3,0
TIKA-1294,True,False,False,Add ability to turn off extraction of PDXObjectImages (TIKA-1268) from PDFs,"TIKA-1268 added the capability to extract embedded images as regular embedded resources...a great feature!

However, for some use cases, it might not be desirable to extract those types of embedded resources.  I see two ways of allowing the client to choose whether or not to extract those images:

1) set a value in the metadata for the extracted images that identifies them as embedded PDXObjectImages vs regular image attachments.  The client can then choose not to process embedded resources with a given metadata value.

2) allow the client to set a parameter in the PDFConfig object.

My initial proposal is to go with option 2, and I'll attach a patch shortly.",Improvement,Closed,Fixed,Trivial,,,2014-05-12T16:38:17.664+0000,2014-09-15T12:50:46.581+0000,2014-05-27T19:38:11.583+0000,0,4,,20,2
TIKA-1265,True,False,False,[patch] Text output for NetCDF,"Currently Tika extracts -metadata information from NetCDF files. We are working on a patch that will enable -text extraction, thus providing the 'Dimension' and 'Variable' information.  ",Improvement,Resolved,Fixed,Major,patch,parser,2014-03-26T01:11:22.261+0000,2014-05-06T22:19:54.473+0000,2014-05-06T22:19:54.437+0000,0,2,,4,1
TIKA-1247,True,False,False,Explode monolithic parsers module into smaller ones,"Right now, there is one monolithic parsers module, that, if used in Maven, pulls in not only the whole Internet, but beyond. Also, am not certain that every use case that for example uses HTML parser needs Microsoft related parsers, etc. Make it more granular.

Proposed solution: Explode the parsers module into smaller set of modules. Let the build tool figure out what user need, for example if user using Maven adds ""chm"" parser as dependency, Maven will figure out the ""chm"" > ""html"" > ""txt"" and ""tike-core"" dependencies by itself, and no transitive dependency hunting (for inclusion or exclusion) is needed.

There is a PR in WIP state with ongoing work:
https://github.com/apache/tika/pull/5
",Improvement,Closed,Duplicate,Major,,,2014-02-24T16:58:59.072+0000,2014-05-07T15:03:44.570+0000,2014-05-07T12:42:30.525+0000,0,3,,3,0
TIKA-1220,True,False,True,Parser implementration for IFC files,"The Industry Foundation Classes (IFC) [0] data model is intended to describe building and construction industry data. For the sake of argument, it can be considered as a more intelligent successor to the .dwg data models used within CAD models.

I've tracked down a potential 3rd party library [1] which we maybe able to wrap and use within Tika however the provided software packages are licensed under: http://creativecommons.org/licenses/by-nc-sa/3.0/de/ so I am currently over on legal-discuss@ in an attempt to see if it is possible to wrap some code and contribute it to tika-parsers.

When I get feedback from legal-discuss, and if this is a go-ahead, I'll need to help the developers package the code as a Maven artifact(s), then I will progress with writing the implementation.  

[0] http://en.wikipedia.org/wiki/Industry_Foundation_Classes
[1] http://www.ifctoolsproject.com/",New Feature,Open,,Minor,new-parser,parser,2014-01-14T23:15:19.130+0000,2021-08-17T13:30:03.361+0000,,0,4,,9,1
TIKA-1208,True,True,True,Migrate Any23 mime contributions to Tika,"We begin with one of the most obvious areas in which there
is overlap.
In short, the appeal of this package is the addition of detection 
for the following types:
 - text/n3
 - text/rdf+n3
 - application/n3
 - text/x-nquads
 - text/rdf+nq
 - text/nq
 - application/nq
 - text/turtle
 - application/x-turtle
 - application/turtle
 - application/trix
 
Therefore although both Tika and Any23 execute the task of Mimetype-related
tasks, there is a contribution to be made. This involves the trasferral of
code pertaining to pattern recogition, Mimetype XML defitinions within 
tika-mimetypes.xml and a Purifier implementation that removes all 
the eventual blank characters at the header of a file that might 
prevents its MIME Type detection.  ",Sub-task,Open,,Major,,mime,2013-12-12T18:47:43.249+0000,2021-08-17T13:30:26.013+0000,,1,4,TIKA-1207,13,1
TIKA-1207,True,False,False,Parent task for integration of Any23 into Tika,This issue should act as parent for all issues relating to integration of Any23 in to Tika. A document should be maintained herewith which details the execution plan for the migration of code. ,Task,Open,,Major,,general,2013-12-12T18:44:19.689+0000,2014-06-05T23:00:19.197+0000,,0,1,,1,1
TIKA-1149,False,True,False,Improve parser lookup performance,"We found an easy way to improve Tika's performance. The idea is to avoid recomputing parsers map over and over 
in CompositeParser.getParsers(...) if the context is empty and to cache the returned value instead. 
This can be done safely even under the assumption that the media-registry and the list of component parsers do change while Tika is executing, by invalidating the cache in the case.
Our attached patch computes the parsers map once per instance of CompositeParser.
The patch checks for the case where the context is empty and invalidates the cache if both media-registry and the list of component parsers change in the corresponding setters.
For example, when running Tika 1.3 on a set of large (~50k classes) JAR files (i.e., Java class library + Tika app + other apps), the patch reduces the running time
from 32 seconds to 29 seconds -- i.e., a speedup of ~12%. Speedups of the same order of magnitude are found also for smaller workloads.
",Improvement,Open,,Minor,performance,parser,2013-07-22T11:40:41.888+0000,2015-03-15T03:35:14.725+0000,,0,3,,6,3
TIKA-1144,True,False,False,"Changes in styling mechanism, inner table support and list support for Word Extractor","Current version of Poi mechanisms can be used to support different kinds of styling and list handling. For current moment, Tika supports for styling of separate Character Runs, but this approach is not ideal and can lead to visual glitches in a form of pseudo spaces. 
Another option is lists. Information about them already can be obtained from poi representation, but this mechanism is not used in current version of Word Extractor.
One of options that also can be solved now, is the problem of inner tables. It is not clearly related to two problems before, but the solution of this problem is based on the same mechanism as solution for previously listed problems. As an example of wrong handling can be file with table that includes another table in the first cell. ",Improvement,Open,,Minor,,parser,2013-07-03T11:35:52.898+0000,2015-03-16T10:22:48.058+0000,,0,2,,4,1
TIKA-1140,True,False,False,"Better table representation, cell spanning in Word Extractor","As for current version of Word Extractor, it have access to different 
features of tables, but most of them are not used. As an example of possible improvements, may be support for borders, fixed cell widths and cell spanning.
It should be noted that some of that features are already used in poi version of Html converted, so, that code can be reused in Tika.
As an example of possible solution may be patch linked as an attachment. It have some code that is based on 2007 version of doc format specification(especially, Border type and color detection), so, different improvements tends to be made to meet with older formats.
Patch already includes some changes in unit tests, that are required in accordance with changes in document structure.
	
",Improvement,Open,,Minor,,parser,2013-07-02T10:36:25.361+0000,2015-03-15T21:15:31.781+0000,,0,2,,3,1
TIKA-1075,True,False,False,JAXRS Service should provide XHTML resource in addition to std plain-text,"Tika JAXRS Service exposes ""tika"" resource to return plain-text extracted from uploaded file (via http PUT).  An additional resource (""tikaxhtml"" perhaps?) should be developed to return the xhtml output of a similarly PUT file.

Obviously, all the dependent classes/methods exist, as they are exposed via the CLI.  Just need to leverage these to return the xhtml output.

This resource should set the return/output header appropriately.",New Feature,Resolved,Won't Fix,Minor,JAXRS; service; xhtml,server,2013-02-04T15:49:41.405+0000,2015-08-28T20:48:25.517+0000,2015-08-28T20:48:25.430+0000,0,3,,2,0
TIKA-43,True,False,False,Parser interface,Parser should be an interface instead of an abstract base class. This would make many common patterns easier to implement and help decouple the interface from the implementation.,Improvement,Closed,Fixed,Major,,general,2007-10-05T08:27:02.642+0000,2009-05-22T22:06:08.019+0000,2007-10-07T11:37:09.250+0000,0,0,,2,1
TIKA-944,True,False,True,Extend tika-server API to be consistent with tika-app CLI,"The tika-server API (web service) provides a limited set of functionality compared to the tika-app command-line version. Notable things missing are:

1. Language recognition.
2. Output in various formats (JSON for metadata, XHTML for the extracted text).

Those are the two main things that would be useful to me, but ideally the server should be able to provide all the functionality that the command-line app does, taking the command-line as the model to follow.",New Feature,Open,,Major,exposed-functionality; tika-server,server,2012-07-01T16:45:08.420+0000,2015-03-30T11:41:36.745+0000,,0,4,,6,0
TIKA-942,True,False,False,HTTP Accept header evaluator,"The HTTP Accept header (http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html) provides a flexible mechanism for an HTTP client to express its preferences for different response media types. Unfortunately processing Accept headers on the server side is quite complicated because of the somewhat complicated syntax and the possibility of media type inheritance relationships (can I respond with application/xml if the client requests text/plain?).

The media type registry in Tika is perfect for resolving such cases, so I'd like to introduce a new {{String resolveHttpAccept(String accept, String... types)}} method in the Tika facade. The method would take the value of an HTTP accept header and evaluate it against the given media types supported by a server, using the configured media type registry for type inheritance information. The method would then return the best match from among the given media types, or {{application/octet-stream}} if none of the listed types would be accepted by the client.",New Feature,Closed,Won't Fix,Major,HTTP,mime,2012-06-24T18:24:18.899+0000,2015-03-14T03:13:37.770+0000,2015-03-14T03:13:37.718+0000,0,2,,2,0
TIKA-781,False,True,False,RTF parser should ignore most control words in ignore groups,"The RTF parser should ignore control words like \par, \line and \tab when these occur in groups where ignore==true. This greatly improves the layout and readability of extracted text. The testRTFHyperlink.rtf file from the test documents is a good example of this.",Bug,Resolved,Fixed,Minor,,parser,2011-11-11T15:31:46.872+0000,2011-11-11T18:27:42.441+0000,2011-11-11T18:27:42.376+0000,0,0,,1,1
TIKA-932,False,True,True,Upgrade to Commons Compress 1.4.1,"There's a denial of service vulnerability (CVE-2012-2098) in Commons Compress versions up to 1.4 (we currently use 1.3) that can be triggered with a specially crafted bzip2 document.

Tika already has higher-level features (ForkParser, etc.) for dealing with problems like this, but it would in any case be good to upgrade our Commons Compress dependency to the new 1.4.1 release that fixes the vulnerability.",Improvement,Resolved,Fixed,Minor,security,parser,2012-05-23T14:57:02.906+0000,2012-10-01T12:23:57.671+0000,2012-06-29T21:21:16.272+0000,0,3,,4,0
TIKA-930,True,False,False,Consolidation of Some Tika Core Properties,"
There are a few properties in TikaCoreProperties which overlap and I think we should minimize ambiguity by consolidating them into a single composite property with the clearest name, the most general specification referenced as its primary property, and the others and deprecated strings as its secondaries.

Here's the proposed pseudo-code for the changes:

Remove TikaCoreProperties.SUBJECT
TikaCoreProperties.KEYWORDS <- DublinCore.SUBJECT, { Office.KEYWORDS, MSOffice.KEYWORDS, Metadata.SUBJECT }

Remove TikaCoreProperties.DATE
TikaCoreProperties.CREATION_DATE <- DublinCore.DATE, { Office.CREATION_DATE, MSOffice.CREATION_DATE, Metadata.DATE }

Remove TikaCoreProperties.MODIFIED
TikaCoreProperties.SAVE_DATE <- DublinCore.MODIFIED, { Office.SAVE_DATE, MSOffice.LAST_SAVED, Metadata.MODIFIED, ""Last-Modified"" }


and an example of the Java changes:
{code:title=TikaCoreProperties.java *Before*}
    /**
     * @see DublinCore#SUBJECT
     */
    public static final Property SUBJECT = Property.composite(DublinCore.SUBJECT, 
            new Property[] { Property.internalText(Metadata.SUBJECT) });
      
    /**
     * @see Office#KEYWORDS
     */
    public static final Property KEYWORDS = Property.composite(Office.KEYWORDS,
            new Property[] { Property.internalTextBag(MSOffice.KEYWORDS) });
{code}
would become
{code:title= TikaCoreProperties.java *After*}
    /**
     * @see DublinCore#SUBJECT
     * @see Office#KEYWORDS
     */
    public static final Property KEYWORDS = Property.composite(DublinCore.SUBJECT,
            new Property[] { 
    		    Office.KEYWORDS, 
    		    Property.internalTextBag(MSOffice.KEYWORDS),
    		    Property.internalText(Metadata.SUBJECT)
    		});
{code}


Since this would require a bit of refactoring for parsers that use the properties being removed I thought it best to get some feedback before working up a full patch.

Does this seem like a reasonable approach?",Improvement,Resolved,Fixed,Major,,metadata,2012-05-22T01:56:10.069+0000,2013-05-02T02:29:54.215+0000,2012-07-03T03:24:01.174+0000,1,3,,7,0
TIKA-929,True,False,False,"Consistent, namespaced definitions for office file related metadata","Currently, we have the MSOffice metadata definitions, which is a mixture of Properties and Strings, none of them namespaced. Despite the name, the keys apply to a wide range of Office Documents (not just MS ones), and the keys are taken from a mixture of sources.

Similar to TIKA-925 / TIKA-928, we should replace these with prefixed versions drawn from a few well known externally defined namespaces, then deprecate the old ones.",Improvement,Resolved,Fixed,Major,,,2012-05-17T16:17:15.640+0000,2012-06-30T11:40:05.312+0000,2012-06-30T11:40:05.172+0000,1,3,,4,1
TIKA-928,True,False,False,Separation of Tika Core Properties From Metadata Processing,"The Metadata class is a bit overloaded with both processing and core Tika properties defined in the same place.

Separating the core properties into a TikaCoreProperties class which contains only composite properties which reference other standards like DublinCore will allow the Metadata class to focus on processing and ease the transition from the now deprecated String properties that were directly included in Metadata via the implements clause.

This will also allow us to cherry pick only the properties we want from a standard as Tika core properties rather than having to include all the properties in a standard's interface, some of which may be more specific to a particular content type than we want.
",Improvement,Open,,Major,,metadata,2012-05-16T22:06:24.067+0000,2021-08-17T13:30:22.289+0000,,0,3,,8,3
TIKA-927,True,False,False,Composite Properties,"A composite property type would be useful for maintaining backwards compatibility when migrating old properties or aliasing a single primary property to several secondary fields.

To achieve this the Property class could allow for defining a composite type which aliases a primary Property and an optional list of secondaryExtractProperties which can be used to set additional metadata properties with the same value as the primary.

The name of the composite property would be taken from its primary property.

The primary and secondary children of a composite property must not be composite properties themselves or a PropertyTypeException will be thrown.
",Improvement,Resolved,Fixed,Major,,metadata,2012-05-16T21:23:56.501+0000,2012-05-16T21:43:14.365+0000,2012-05-16T21:43:14.302+0000,0,2,,2,1
TIKA-917,True,False,False,Parser for executables (metadata),"Based on the investigations for TIKA-913, it should be fairly easy to implement a parser to extract metadata from executables (PE and ELF). This could give us a similar level of information to that returned by file, eg architecture, platform, endian-ness etc",New Feature,Open,,Major,new-parser,parser,2012-05-13T13:45:40.433+0000,2015-03-02T15:54:18.322+0000,,0,0,,1,0
TIKA-904,True,False,False,Pages documents created in Layout mode not supported,"Pages supports Layout editing mode, which provides free-form editing as opposed to standard line-by-line word processing. You use text boxes and other embedded objects to add content. Tika only extracts metadata from these documents, not the actual content.",Improvement,Resolved,Fixed,Major,iWork,parser,2012-04-27T16:46:41.848+0000,2012-05-18T09:53:09.106+0000,2012-05-18T09:53:08.982+0000,0,1,,4,2
TIKA-884,True,True,False,Dynamic loading of Parser and Detector services,"When deployed in an OSGi container, calling {{new Tika()}} will dynamically load all available {{Parser}} and {{Detector}} services. This works fine for the typical use case where the facade instance is only used for a single specific task (parsing a single document, etc.).

However, if a client instead uses a singe, long-lived Tika instance, the list of referenced services never gets updated even if the set of services in the container changes over time. To address this problem we should make Tika reload the set of available services each time they're needed. The performance overhead of doing this should be minimal compared to the typical parsing or type detection tasks.",Improvement,Resolved,Fixed,Major,OSGi,,2012-03-27T15:46:55.801+0000,2012-03-27T17:32:46.026+0000,2012-03-27T17:32:45.962+0000,0,1,,1,0
TIKA-850,True,False,False,Consistent way to supply document passwords to parsers,"Currently, PDF document passwords are supplied to the parser via a special key on the Metadata object, while the Office Parser has a TODO and only supports the default password

We should update all the parsers that support encrypted documents (currently PDF, Office OLE2 and Office OOXML) to receive the password in a consistent way",Improvement,Resolved,Fixed,Major,,parser,2012-01-24T14:40:05.382+0000,2013-05-02T02:29:54.088+0000,2012-02-16T11:21:22.001+0000,0,0,,5,0
TIKA-815,False,True,False,Tika parsers should handle failures more gracefully,"We encountered an OOM while parsing a Word document. We will report the failure to POI.

This raises the question about the general robustness of the parsers.

We've written a little test tool that reproduces the aforementionned OOM and other potential issues that will be reported to the individual parsers. It's the responsibility of the parsers to handle those failures gracefully.

Yet it's easy to write generic tools at the Tika level to make these kind of tests.

So we also submit this issue here to start a discussion on what role should Tika have when it comes to validate its parsers.

Code here: https://github.com/lacostej/tika-hardener",Test,Resolved,Duplicate,Major,,parser,2011-12-17T10:34:50.871+0000,2012-07-19T16:42:20.212+0000,2012-07-08T23:42:21.270+0000,0,2,,7,0
TIKA-814,False,True,False,Increase the amount of bytes read by TextDetector,"In TIKA-688 Jukka implemented a plain text detector. It is fired automatically inside MimeTypes. I find a number of files in my collections, which are binary but are still detected as plain text. They wouldn't be if the plain text detector were allowed to look at more than the initial 512 bytes. I think that the TextDetector should look at MimeTypes.getMinLength bytes. It is given a ByteArrayInputStream backed by an Array. It should read all bytes in that array. 

The performance impact should be negligible (no I/O, no allocations, just pure array lookups), while my experiments show that there are cases when 512 bytes is not enough.

If anyone objects due to performance reasons, I'll create another patch, which will allow the users to decouple the TextDetector from MimeTypes and supply their own, with different settings.",Improvement,Closed,Fixed,Major,,,2011-12-13T20:32:13.465+0000,2011-12-19T11:40:41.165+0000,2011-12-19T11:40:41.121+0000,0,0,,2,1
TIKA-785,True,False,False,TikaCLI should include a --list-detectors option similar to --list-parsers,"Now that Detectors can be found and loaded using the service pattern used by parsers, we should add a similar option to the TikaCLI to print out the available detectors

TikaCLI already has a --list-parsers option, so this should logically be --list-detectors

With parsers, we have the option to also list information on the supported mimetypes. This probably doesn't make sense for detectors, so we can go with a simpler pattern",New Feature,Resolved,Fixed,Major,,cli,2011-11-21T01:02:23.399+0000,2011-11-21T01:04:58.617+0000,2011-11-21T01:04:58.539+0000,0,0,,1,0
TIKA-775,True,False,False,Embed Capabilities,"This patch defines and implements the concept of embedding tika metadata into a file stream, the reverse of extraction.

In the tika-core project an interface defining an Embedder and a generic sed ExternalEmbedder implementation meant to be extended or configured are added.  These classes are essentially a reverse flow of the existing Parser and ExternalParser classes.

In the tika-parsers project an ExternalEmbedderTest unit test is added which uses the default ExternalEmbedder (calls sed) to embed a value placed in Metadata.DESCRIPTION then verify the operation by parsing the resulting stream.
",Improvement,Resolved,Fixed,Major,embed; patch,general; metadata,2011-11-08T02:31:51.176+0000,2013-05-02T02:29:51.705+0000,2013-01-18T22:29:13.276+0000,0,5,,22,4
TIKA-774,True,False,False,ExifTool Parser,"Adds an external parser that calls ExifTool to extract extended metadata fields from images and other content types.

In the core project:
An ExifTool interface is added which contains Property objects that define the metadata fields available.
An additional Property constructor for internalTextBag type.

In the parsers project:
An ExiftoolMetadataExtractor is added which does the work of calling ExifTool on the command line and mapping the response to tika metadata fields.  This extractor could be called instead of or in addition to the existing ImageMetadataExtractor and JempboxExtractor under TiffParser and/or JpegParser but those have not been changed at this time.
An ExiftoolParser is added which calls only the ExiftoolMetadataExtractor.
An ExiftoolTikaMapper is added which is responsible for mapping the ExifTool metadata fields to existing tika and Drew Noakes metadata fields if enabled.
An ElementRdfBagMetadataHandler is added for extracting multi-valued RDF Bag implementations in XML files.
An ExifToolParserTest is added which tests several expected XMP and IPTC metadata values in testJPEG_IPTC_EXT.jpg.",New Feature,Open,,Major,features; new-parser; newbie; patch,parser,2011-11-06T19:07:25.527+0000,2021-08-17T13:30:37.522+0000,,0,8,,20,3
TIKA-773,True,False,True,.NET version of Tika,"As a followup to TIKA-212 and inspired by efforts like [1], I'd like to set up a .NET version of Tika based on IKVM and NPanday. The goal would be to produce a Tika DLL that contains all the parser libraries and can be used natively in any .NET environment with some API sugar on top to make the Tika facade class work more smoothly with .NET (for example, use System.IO.FileInfo instead of java.io.File).

[1] http://blogs.dovetailsoftware.com/blogs/kmiller/archive/2010/07/02/using-the-tika-java-library-in-your-net-application-with-ikvm ",New Feature,Open,,Major,.NET; IKVM; NPanday,packaging,2011-11-06T10:44:32.338+0000,2015-07-15T16:53:32.896+0000,,0,0,,2,0
TIKA-759,False,True,True,Better handling of content type metadata,"Currently we use the ""Content-Type"" metadata key for storing (and looking up) the media type of a document. This is simple enough and works well especially with HTTP, but not too well in line with XMP or other metadata standards like Dublin Core. So as an improvement I propose the following:

* Switch to ""dc:format"" as the standard metadata key for the content type
* Keep the existing ""Content-Type"" key for backwards compatibility with existing clients
* Make the Metadata class aware of such aliases
* Add getFormat() and setFormat() utility methods to Metadata to simplify client code and to make the exact metadata key more of an implementation detail in Tika",Improvement,Open,,Minor,,metadata; mime,2011-10-21T11:04:27.061+0000,2015-07-15T16:53:32.655+0000,,1,0,,2,0
